orderNumber, styleNumber, units, price
114610,5014610,14710,166.31
114611,5014611,14711,166.32
114612,5014612,14712,166.33
114613,5014613,14713,166.34
114614,5014614,14714,166.35
114615,5014615,14715,166.36
114616,5014616,14716,166.37
114617,5014617,14717,166.38
114618,5014618,14718,166.39
114619,5014619,14719,166.4
114620,5014620,14720,166.41
114621,5014621,14721,166.42
114622,5014622,14722,166.43
114623,5014623,14723,166.44
114624,5014624,14724,166.45
114625,5014625,14725,166.46
114626,5014626,14726,166.47
114627,5014627,14727,166.48
114628,5014628,14728,166.49
114629,5014629,14729,166.5
114630,5014630,14730,166.51
114631,5014631,14731,166.52
114632,5014632,14732,166.53
114633,5014633,14733,166.54
114634,5014634,14734,166.55
114635,5014635,14735,166.56
114636,5014636,14736,166.57
114637,5014637,14737,166.58
114638,5014638,14738,166.59
114639,5014639,14739,166.6
114640,5014640,14740,166.61
114641,5014641,14741,166.62
114642,5014642,14742,166.63
114643,5014643,14743,166.64
114644,5014644,14744,166.65
114645,5014645,14745,166.66
114646,5014646,14746,166.67
114647,5014647,14747,166.68
114648,5014648,14748,166.69
114649,5014649,14749,166.7
114650,5014650,14750,166.71
114651,5014651,14751,166.72
114652,5014652,14752,166.73
114653,5014653,14753,166.74
114654,5014654,14754,166.75
114655,5014655,14755,166.76
114656,5014656,14756,166.77
114657,5014657,14757,166.78
114658,5014658,14758,166.79
114659,5014659,14759,166.8
114660,5014660,14760,166.81
114661,5014661,14761,166.82
114662,5014662,14762,166.83
114663,5014663,14763,166.84
114664,5014664,14764,166.85
114665,5014665,14765,166.86
114666,5014666,14766,166.87
114667,5014667,14767,166.88
114668,5014668,14768,166.89
114669,5014669,14769,166.9
114670,5014670,14770,166.91
114671,5014671,14771,166.92
114672,5014672,14772,166.93
114673,5014673,14773,166.94
114674,5014674,14774,166.95
114675,5014675,14775,166.96
114676,5014676,14776,166.97
114677,5014677,14777,166.98
114678,5014678,14778,166.99
114679,5014679,14779,167
114680,5014680,14780,167.01
114681,5014681,14781,167.02
114682,5014682,14782,167.03
114683,5014683,14783,167.04
114684,5014684,14784,167.05
114685,5014685,14785,167.06
114686,5014686,14786,167.07
114687,5014687,14787,167.08
114688,5014688,14788,167.09
114689,5014689,14789,167.1
114690,5014690,14790,167.11
114691,5014691,14791,167.12
114692,5014692,14792,167.13
114693,5014693,14793,167.14
114694,5014694,14794,167.15
114695,5014695,14795,167.16
114696,5014696,14796,167.17
114697,5014697,14797,167.18
114698,5014698,14798,167.19
114699,5014699,14799,167.2
114700,5014700,14800,167.21
114701,5014701,14801,167.22
114702,5014702,14802,167.23
114703,5014703,14803,167.24
114704,5014704,14804,167.25
114705,5014705,14805,167.26
114706,5014706,14806,167.27
114707,5014707,14807,167.28
114708,5014708,14808,167.29
114709,5014709,14809,167.3
114710,5014710,14810,167.31
114711,5014711,14811,167.32
114712,5014712,14812,167.33
114713,5014713,14813,167.34
114714,5014714,14814,167.35
114715,5014715,14815,167.36
114716,5014716,14816,167.37
114717,5014717,14817,167.38
114718,5014718,14818,167.39
114719,5014719,14819,167.4
114720,5014720,14820,167.41
114721,5014721,14821,167.42
114722,5014722,14822,167.43
114723,5014723,14823,167.44
114724,5014724,14824,167.45
114725,5014725,14825,167.46
114726,5014726,14826,167.47
114727,5014727,14827,167.48
114728,5014728,14828,167.49
114729,5014729,14829,167.5
114730,5014730,14830,167.51
114731,5014731,14831,167.52
114732,5014732,14832,167.53
114733,5014733,14833,167.54
114734,5014734,14834,167.55
114735,5014735,14835,167.56
114736,5014736,14836,167.57
114737,5014737,14837,167.58
114738,5014738,14838,167.59
114739,5014739,14839,167.6
114740,5014740,14840,167.61
114741,5014741,14841,167.62
114742,5014742,14842,167.63
114743,5014743,14843,167.64
114744,5014744,14844,167.65
114745,5014745,14845,167.66
114746,5014746,14846,167.67
114747,5014747,14847,167.68
114748,5014748,14848,167.69
114749,5014749,14849,167.7
114750,5014750,14850,167.71
114751,5014751,14851,167.72
114752,5014752,14852,167.73
114753,5014753,14853,167.74
114754,5014754,14854,167.75
114755,5014755,14855,167.76
114756,5014756,14856,167.77
114757,5014757,14857,167.78
114758,5014758,14858,167.79
114759,5014759,14859,167.8
114760,5014760,14860,167.81
114761,5014761,14861,167.82
114762,5014762,14862,167.83
114763,5014763,14863,167.84
114764,5014764,14864,167.85
114765,5014765,14865,167.86
114766,5014766,14866,167.87
114767,5014767,14867,167.88
114768,5014768,14868,167.89
114769,5014769,14869,167.9
114770,5014770,14870,167.91
114771,5014771,14871,167.92
114772,5014772,14872,167.93
114773,5014773,14873,167.94
114774,5014774,14874,167.95
114775,5014775,14875,167.96
114776,5014776,14876,167.97
114777,5014777,14877,167.98
114778,5014778,14878,167.99
114779,5014779,14879,168
114780,5014780,14880,168.01
114781,5014781,14881,168.02
114782,5014782,14882,168.03
114783,5014783,14883,168.04
114784,5014784,14884,168.05
114785,5014785,14885,168.06
114786,5014786,14886,168.07
114787,5014787,14887,168.08
114788,5014788,14888,168.09
114789,5014789,14889,168.1
114790,5014790,14890,168.11
114791,5014791,14891,168.12
114792,5014792,14892,168.13
114793,5014793,14893,168.14
114794,5014794,14894,168.15
114795,5014795,14895,168.16
114796,5014796,14896,168.17
114797,5014797,14897,168.18
114798,5014798,14898,168.19
114799,5014799,14899,168.2
114800,5014800,14900,168.21
114801,5014801,14901,168.22
114802,5014802,14902,168.23
114803,5014803,14903,168.24
114804,5014804,14904,168.25
114805,5014805,14905,168.26
114806,5014806,14906,168.27
114807,5014807,14907,168.28
114808,5014808,14908,168.29
114809,5014809,14909,168.3
114810,5014810,14910,168.31
114811,5014811,14911,168.32
114812,5014812,14912,168.33
114813,5014813,14913,168.34
114814,5014814,14914,168.35
114815,5014815,14915,168.36
114816,5014816,14916,168.37
114817,5014817,14917,168.38
114818,5014818,14918,168.39
114819,5014819,14919,168.4
114820,5014820,14920,168.41
114821,5014821,14921,168.42
114822,5014822,14922,168.43
114823,5014823,14923,168.44
114824,5014824,14924,168.45
114825,5014825,14925,168.46
114826,5014826,14926,168.47
114827,5014827,14927,168.48
114828,5014828,14928,168.49
114829,5014829,14929,168.5
114830,5014830,14930,168.51
114831,5014831,14931,168.52
114832,5014832,14932,168.53
114833,5014833,14933,168.54
114834,5014834,14934,168.55
114835,5014835,14935,168.56
114836,5014836,14936,168.57
114837,5014837,14937,168.58
114838,5014838,14938,168.59
114839,5014839,14939,168.6
114840,5014840,14940,168.61
114841,5014841,14941,168.62
114842,5014842,14942,168.63
114843,5014843,14943,168.64
114844,5014844,14944,168.65
114845,5014845,14945,168.66
114846,5014846,14946,168.67
114847,5014847,14947,168.68
114848,5014848,14948,168.69
114849,5014849,14949,168.7
114850,5014850,14950,168.71
114851,5014851,14951,168.72
114852,5014852,14952,168.73
114853,5014853,14953,168.74
114854,5014854,14954,168.75
114855,5014855,14955,168.76
114856,5014856,14956,168.77
114857,5014857,14957,168.78
114858,5014858,14958,168.79
114859,5014859,14959,168.8
114860,5014860,14960,168.81
114861,5014861,14961,168.82
114862,5014862,14962,168.83
114863,5014863,14963,168.84
114864,5014864,14964,168.85
114865,5014865,14965,168.86
114866,5014866,14966,168.87
114867,5014867,14967,168.88
114868,5014868,14968,168.89
114869,5014869,14969,168.9
114870,5014870,14970,168.91
114871,5014871,14971,168.92
114872,5014872,14972,168.93
114873,5014873,14973,168.94
114874,5014874,14974,168.95
114875,5014875,14975,168.96
114876,5014876,14976,168.97
114877,5014877,14977,168.98
114878,5014878,14978,168.99
114879,5014879,14979,169
114880,5014880,14980,169.01
114881,5014881,14981,169.02
114882,5014882,14982,169.03
114883,5014883,14983,169.04
114884,5014884,14984,169.05
114885,5014885,14985,169.06
114886,5014886,14986,169.07
114887,5014887,14987,169.08
114888,5014888,14988,169.09
114889,5014889,14989,169.1
114890,5014890,14990,169.11
114891,5014891,14991,169.12
114892,5014892,14992,169.13
114893,5014893,14993,169.14
114894,5014894,14994,169.15
114895,5014895,14995,169.16
114896,5014896,14996,169.17
114897,5014897,14997,169.18
114898,5014898,14998,169.19
114899,5014899,14999,169.2
114900,5014900,15000,169.21
114901,5014901,15001,169.22
114902,5014902,15002,169.23
114903,5014903,15003,169.24
114904,5014904,15004,169.25
114905,5014905,15005,169.26
114906,5014906,15006,169.27
114907,5014907,15007,169.28
114908,5014908,15008,169.29
114909,5014909,15009,169.3
114910,5014910,15010,169.31
114911,5014911,15011,169.32
114912,5014912,15012,169.33
114913,5014913,15013,169.34
114914,5014914,15014,169.35
114915,5014915,15015,169.36
114916,5014916,15016,169.37
114917,5014917,15017,169.38
114918,5014918,15018,169.39
114919,5014919,15019,169.4
114920,5014920,15020,169.41
114921,5014921,15021,169.42
114922,5014922,15022,169.43
114923,5014923,15023,169.44
114924,5014924,15024,169.45
114925,5014925,15025,169.46
114926,5014926,15026,169.47
114927,5014927,15027,169.48
114928,5014928,15028,169.49
114929,5014929,15029,169.5
114930,5014930,15030,169.51
114931,5014931,15031,169.52
114932,5014932,15032,169.53
114933,5014933,15033,169.54
114934,5014934,15034,169.55
114935,5014935,15035,169.56
114936,5014936,15036,169.57
114937,5014937,15037,169.58
114938,5014938,15038,169.59
114939,5014939,15039,169.6
114940,5014940,15040,169.61
114941,5014941,15041,169.62
114942,5014942,15042,169.63
114943,5014943,15043,169.64
114944,5014944,15044,169.65
114945,5014945,15045,169.66
114946,5014946,15046,169.67
114947,5014947,15047,169.68
114948,5014948,15048,169.69
114949,5014949,15049,169.7
114950,5014950,15050,169.71
114951,5014951,15051,169.72
114952,5014952,15052,169.73
114953,5014953,15053,169.74
114954,5014954,15054,169.75
114955,5014955,15055,169.76
114956,5014956,15056,169.77
114957,5014957,15057,169.78
114958,5014958,15058,169.79
114959,5014959,15059,169.8
114960,5014960,15060,169.81
114961,5014961,15061,169.82
114962,5014962,15062,169.83
114963,5014963,15063,169.84
114964,5014964,15064,169.85
114965,5014965,15065,169.86
114966,5014966,15066,169.87
114967,5014967,15067,169.88
114968,5014968,15068,169.89
114969,5014969,15069,169.9
114970,5014970,15070,169.91
114971,5014971,15071,169.92
114972,5014972,15072,169.93
114973,5014973,15073,169.94
114974,5014974,15074,169.95
114975,5014975,15075,169.96
114976,5014976,15076,169.97
114977,5014977,15077,169.98
114978,5014978,15078,169.99
114979,5014979,15079,170
114980,5014980,15080,170.01
114981,5014981,15081,170.02
114982,5014982,15082,170.03
114983,5014983,15083,170.04
114984,5014984,15084,170.05
114985,5014985,15085,170.06
114986,5014986,15086,170.07
114987,5014987,15087,170.08
114988,5014988,15088,170.09
114989,5014989,15089,170.1
114990,5014990,15090,170.11
114991,5014991,15091,170.12
114992,5014992,15092,170.13
114993,5014993,15093,170.14
114994,5014994,15094,170.15
114995,5014995,15095,170.16
114996,5014996,15096,170.17
114997,5014997,15097,170.18
114998,5014998,15098,170.19
114999,5014999,15099,170.2
115000,5015000,15100,170.21
115001,5015001,15101,170.22
115002,5015002,15102,170.23
115003,5015003,15103,170.24
115004,5015004,15104,170.25
115005,5015005,15105,170.26
115006,5015006,15106,170.27
115007,5015007,15107,170.28
115008,5015008,15108,170.29
115009,5015009,15109,170.3
115010,5015010,15110,170.31
115011,5015011,15111,170.32
115012,5015012,15112,170.33
115013,5015013,15113,170.34
115014,5015014,15114,170.35
115015,5015015,15115,170.36
115016,5015016,15116,170.37
115017,5015017,15117,170.38
115018,5015018,15118,170.39
115019,5015019,15119,170.4
115020,5015020,15120,170.41
115021,5015021,15121,170.42
115022,5015022,15122,170.43
115023,5015023,15123,170.44
115024,5015024,15124,170.45
115025,5015025,15125,170.46
115026,5015026,15126,170.47
115027,5015027,15127,170.48
115028,5015028,15128,170.49
115029,5015029,15129,170.5
115030,5015030,15130,170.51
115031,5015031,15131,170.52
115032,5015032,15132,170.53
115033,5015033,15133,170.54
115034,5015034,15134,170.55
115035,5015035,15135,170.56
115036,5015036,15136,170.57
115037,5015037,15137,170.58
115038,5015038,15138,170.59
115039,5015039,15139,170.6
115040,5015040,15140,170.61
115041,5015041,15141,170.62
115042,5015042,15142,170.63
115043,5015043,15143,170.64
115044,5015044,15144,170.65
115045,5015045,15145,170.66
115046,5015046,15146,170.67
115047,5015047,15147,170.68
115048,5015048,15148,170.69
115049,5015049,15149,170.7
115050,5015050,15150,170.71
115051,5015051,15151,170.72
115052,5015052,15152,170.73
115053,5015053,15153,170.74
115054,5015054,15154,170.75
115055,5015055,15155,170.76
115056,5015056,15156,170.77
115057,5015057,15157,170.78
115058,5015058,15158,170.79
115059,5015059,15159,170.8
115060,5015060,15160,170.81
115061,5015061,15161,170.82
115062,5015062,15162,170.83
115063,5015063,15163,170.84
115064,5015064,15164,170.85
115065,5015065,15165,170.86
115066,5015066,15166,170.87
115067,5015067,15167,170.88
115068,5015068,15168,170.89
115069,5015069,15169,170.9
115070,5015070,15170,170.91
115071,5015071,15171,170.92
115072,5015072,15172,170.93
115073,5015073,15173,170.94
115074,5015074,15174,170.95
115075,5015075,15175,170.96
115076,5015076,15176,170.97
115077,5015077,15177,170.98
115078,5015078,15178,170.99
115079,5015079,15179,171
115080,5015080,15180,171.01
115081,5015081,15181,171.02
115082,5015082,15182,171.03
115083,5015083,15183,171.04
115084,5015084,15184,171.05
115085,5015085,15185,171.06
115086,5015086,15186,171.07
115087,5015087,15187,171.08
115088,5015088,15188,171.09
115089,5015089,15189,171.1
115090,5015090,15190,171.11
115091,5015091,15191,171.12
115092,5015092,15192,171.13
115093,5015093,15193,171.14
115094,5015094,15194,171.15
115095,5015095,15195,171.16
115096,5015096,15196,171.17
115097,5015097,15197,171.18
115098,5015098,15198,171.19
115099,5015099,15199,171.2
115100,5015100,15200,171.21
115101,5015101,15201,171.22
115102,5015102,15202,171.23
115103,5015103,15203,171.24
115104,5015104,15204,171.25
115105,5015105,15205,171.26
115106,5015106,15206,171.27
115107,5015107,15207,171.28
115108,5015108,15208,171.29
115109,5015109,15209,171.3
115110,5015110,15210,171.31
115111,5015111,15211,171.32
115112,5015112,15212,171.33
115113,5015113,15213,171.34
115114,5015114,15214,171.35
115115,5015115,15215,171.36
115116,5015116,15216,171.37
115117,5015117,15217,171.38
115118,5015118,15218,171.39
115119,5015119,15219,171.4
115120,5015120,15220,171.41
115121,5015121,15221,171.42
115122,5015122,15222,171.43
115123,5015123,15223,171.44
115124,5015124,15224,171.45
115125,5015125,15225,171.46
115126,5015126,15226,171.47
115127,5015127,15227,171.48
115128,5015128,15228,171.49
115129,5015129,15229,171.5
115130,5015130,15230,171.51
115131,5015131,15231,171.52
115132,5015132,15232,171.53
115133,5015133,15233,171.54
115134,5015134,15234,171.55
115135,5015135,15235,171.56
115136,5015136,15236,171.57
115137,5015137,15237,171.58
115138,5015138,15238,171.59
115139,5015139,15239,171.6
115140,5015140,15240,171.61
115141,5015141,15241,171.62
115142,5015142,15242,171.63
115143,5015143,15243,171.64
115144,5015144,15244,171.65
115145,5015145,15245,171.66
115146,5015146,15246,171.67
115147,5015147,15247,171.68
115148,5015148,15248,171.69
115149,5015149,15249,171.7
115150,5015150,15250,171.71
115151,5015151,15251,171.72
115152,5015152,15252,171.73
115153,5015153,15253,171.74
115154,5015154,15254,171.75
115155,5015155,15255,171.76
115156,5015156,15256,171.77
115157,5015157,15257,171.78
115158,5015158,15258,171.79
115159,5015159,15259,171.8
115160,5015160,15260,171.81
115161,5015161,15261,171.82
115162,5015162,15262,171.83
115163,5015163,15263,171.84
115164,5015164,15264,171.85
115165,5015165,15265,171.86
115166,5015166,15266,171.87
115167,5015167,15267,171.88
115168,5015168,15268,171.89
115169,5015169,15269,171.9
115170,5015170,15270,171.91
115171,5015171,15271,171.92
115172,5015172,15272,171.93
115173,5015173,15273,171.94
115174,5015174,15274,171.95
115175,5015175,15275,171.96
115176,5015176,15276,171.97
115177,5015177,15277,171.98
115178,5015178,15278,171.99
115179,5015179,15279,172
115180,5015180,15280,172.01
115181,5015181,15281,172.02
115182,5015182,15282,172.03
115183,5015183,15283,172.04
115184,5015184,15284,172.05
115185,5015185,15285,172.06
115186,5015186,15286,172.07
115187,5015187,15287,172.08
115188,5015188,15288,172.09
115189,5015189,15289,172.1
115190,5015190,15290,172.11
115191,5015191,15291,172.12
115192,5015192,15292,172.13
115193,5015193,15293,172.14
115194,5015194,15294,172.15
115195,5015195,15295,172.16
115196,5015196,15296,172.17
115197,5015197,15297,172.18
115198,5015198,15298,172.19
115199,5015199,15299,172.2
115200,5015200,15300,172.21
115201,5015201,15301,172.22
115202,5015202,15302,172.23
115203,5015203,15303,172.24
115204,5015204,15304,172.25
115205,5015205,15305,172.26
115206,5015206,15306,172.27
115207,5015207,15307,172.28
115208,5015208,15308,172.29
115209,5015209,15309,172.3
115210,5015210,15310,172.31
115211,5015211,15311,172.32
115212,5015212,15312,172.33
115213,5015213,15313,172.34
115214,5015214,15314,172.35
115215,5015215,15315,172.36
115216,5015216,15316,172.37
115217,5015217,15317,172.38
115218,5015218,15318,172.39
115219,5015219,15319,172.4
115220,5015220,15320,172.41
115221,5015221,15321,172.42
115222,5015222,15322,172.43
115223,5015223,15323,172.44
115224,5015224,15324,172.45
115225,5015225,15325,172.46
115226,5015226,15326,172.47
115227,5015227,15327,172.48
115228,5015228,15328,172.49
115229,5015229,15329,172.5
115230,5015230,15330,172.51
115231,5015231,15331,172.52
115232,5015232,15332,172.53
115233,5015233,15333,172.54
115234,5015234,15334,172.55
115235,5015235,15335,172.56
115236,5015236,15336,172.57
115237,5015237,15337,172.58
115238,5015238,15338,172.59
115239,5015239,15339,172.6
115240,5015240,15340,172.61
115241,5015241,15341,172.62
115242,5015242,15342,172.63
115243,5015243,15343,172.64
115244,5015244,15344,172.65
115245,5015245,15345,172.66
115246,5015246,15346,172.67
115247,5015247,15347,172.68
115248,5015248,15348,172.69
115249,5015249,15349,172.7
115250,5015250,15350,172.71
115251,5015251,15351,172.72
115252,5015252,15352,172.73
115253,5015253,15353,172.74
115254,5015254,15354,172.75
115255,5015255,15355,172.76
115256,5015256,15356,172.77
115257,5015257,15357,172.78
115258,5015258,15358,172.79
115259,5015259,15359,172.8
115260,5015260,15360,172.81
115261,5015261,15361,172.82
115262,5015262,15362,172.83
115263,5015263,15363,172.84
115264,5015264,15364,172.85
115265,5015265,15365,172.86
115266,5015266,15366,172.87
115267,5015267,15367,172.88
115268,5015268,15368,172.89
115269,5015269,15369,172.9
115270,5015270,15370,172.91
115271,5015271,15371,172.92
115272,5015272,15372,172.93
115273,5015273,15373,172.94
115274,5015274,15374,172.95
115275,5015275,15375,172.96
115276,5015276,15376,172.97
115277,5015277,15377,172.98
115278,5015278,15378,172.99
115279,5015279,15379,173
115280,5015280,15380,173.01
115281,5015281,15381,173.02
115282,5015282,15382,173.03
115283,5015283,15383,173.04
115284,5015284,15384,173.05
115285,5015285,15385,173.06
115286,5015286,15386,173.07
115287,5015287,15387,173.08
115288,5015288,15388,173.09
115289,5015289,15389,173.1
115290,5015290,15390,173.11
115291,5015291,15391,173.12
115292,5015292,15392,173.13
115293,5015293,15393,173.14
115294,5015294,15394,173.15
115295,5015295,15395,173.16
115296,5015296,15396,173.17
115297,5015297,15397,173.18
115298,5015298,15398,173.19
115299,5015299,15399,173.2
115300,5015300,15400,173.21
115301,5015301,15401,173.22
115302,5015302,15402,173.23
115303,5015303,15403,173.24
115304,5015304,15404,173.25
115305,5015305,15405,173.26
115306,5015306,15406,173.27
115307,5015307,15407,173.28
115308,5015308,15408,173.29
115309,5015309,15409,173.3
115310,5015310,15410,173.31
115311,5015311,15411,173.32
115312,5015312,15412,173.33
115313,5015313,15413,173.34
115314,5015314,15414,173.35
115315,5015315,15415,173.36
115316,5015316,15416,173.37
115317,5015317,15417,173.38
115318,5015318,15418,173.39
115319,5015319,15419,173.4
115320,5015320,15420,173.41
115321,5015321,15421,173.42
115322,5015322,15422,173.43
115323,5015323,15423,173.44
115324,5015324,15424,173.45
115325,5015325,15425,173.46
115326,5015326,15426,173.47
115327,5015327,15427,173.48
115328,5015328,15428,173.49
115329,5015329,15429,173.5
115330,5015330,15430,173.51
115331,5015331,15431,173.52
115332,5015332,15432,173.53
115333,5015333,15433,173.54
115334,5015334,15434,173.55
115335,5015335,15435,173.56
115336,5015336,15436,173.57
115337,5015337,15437,173.58
115338,5015338,15438,173.59
115339,5015339,15439,173.6
115340,5015340,15440,173.61
115341,5015341,15441,173.62
115342,5015342,15442,173.63
115343,5015343,15443,173.64
115344,5015344,15444,173.65
115345,5015345,15445,173.66
115346,5015346,15446,173.67
115347,5015347,15447,173.68
115348,5015348,15448,173.69
115349,5015349,15449,173.7
115350,5015350,15450,173.71
115351,5015351,15451,173.72
115352,5015352,15452,173.73
115353,5015353,15453,173.74
115354,5015354,15454,173.75
115355,5015355,15455,173.76
115356,5015356,15456,173.77
115357,5015357,15457,173.78
115358,5015358,15458,173.79
115359,5015359,15459,173.8
115360,5015360,15460,173.81
115361,5015361,15461,173.82
115362,5015362,15462,173.83
115363,5015363,15463,173.84
115364,5015364,15464,173.85
115365,5015365,15465,173.86
115366,5015366,15466,173.87
115367,5015367,15467,173.88
115368,5015368,15468,173.89
115369,5015369,15469,173.9
115370,5015370,15470,173.91
115371,5015371,15471,173.92
115372,5015372,15472,173.93
115373,5015373,15473,173.94
115374,5015374,15474,173.95
115375,5015375,15475,173.96
115376,5015376,15476,173.97
115377,5015377,15477,173.98
115378,5015378,15478,173.99
115379,5015379,15479,174
115380,5015380,15480,174.01
115381,5015381,15481,174.02
115382,5015382,15482,174.03
115383,5015383,15483,174.04
115384,5015384,15484,174.05
115385,5015385,15485,174.06
115386,5015386,15486,174.07
115387,5015387,15487,174.08
115388,5015388,15488,174.09
115389,5015389,15489,174.1
115390,5015390,15490,174.11
115391,5015391,15491,174.12
115392,5015392,15492,174.13
115393,5015393,15493,174.14
115394,5015394,15494,174.15
115395,5015395,15495,174.16
115396,5015396,15496,174.17
115397,5015397,15497,174.18
115398,5015398,15498,174.19
115399,5015399,15499,174.2
115400,5015400,15500,174.21
115401,5015401,15501,174.22
115402,5015402,15502,174.23
115403,5015403,15503,174.24
115404,5015404,15504,174.25
115405,5015405,15505,174.26
115406,5015406,15506,174.27
115407,5015407,15507,174.28
115408,5015408,15508,174.29
115409,5015409,15509,174.3
115410,5015410,15510,174.31
115411,5015411,15511,174.32
115412,5015412,15512,174.33
115413,5015413,15513,174.34
115414,5015414,15514,174.35
115415,5015415,15515,174.36
115416,5015416,15516,174.37
115417,5015417,15517,174.38
115418,5015418,15518,174.39
115419,5015419,15519,174.4
115420,5015420,15520,174.41
115421,5015421,15521,174.42
115422,5015422,15522,174.43
115423,5015423,15523,174.44
115424,5015424,15524,174.45
115425,5015425,15525,174.46
115426,5015426,15526,174.47
115427,5015427,15527,174.48
115428,5015428,15528,174.49
115429,5015429,15529,174.5
115430,5015430,15530,174.51
115431,5015431,15531,174.52
115432,5015432,15532,174.53
115433,5015433,15533,174.54
115434,5015434,15534,174.55
115435,5015435,15535,174.56
115436,5015436,15536,174.57
115437,5015437,15537,174.58
115438,5015438,15538,174.59
115439,5015439,15539,174.6
115440,5015440,15540,174.61
115441,5015441,15541,174.62
115442,5015442,15542,174.63
115443,5015443,15543,174.64
115444,5015444,15544,174.65
115445,5015445,15545,174.66
115446,5015446,15546,174.67
115447,5015447,15547,174.68
115448,5015448,15548,174.69
115449,5015449,15549,174.7
115450,5015450,15550,174.71
115451,5015451,15551,174.72
115452,5015452,15552,174.73
115453,5015453,15553,174.74
115454,5015454,15554,174.75
115455,5015455,15555,174.76
115456,5015456,15556,174.77
115457,5015457,15557,174.78
115458,5015458,15558,174.79
115459,5015459,15559,174.8
115460,5015460,15560,174.81
115461,5015461,15561,174.82
115462,5015462,15562,174.83
115463,5015463,15563,174.84
115464,5015464,15564,174.85
115465,5015465,15565,174.86
115466,5015466,15566,174.87
115467,5015467,15567,174.88
115468,5015468,15568,174.89
115469,5015469,15569,174.9
115470,5015470,15570,174.91
115471,5015471,15571,174.92
115472,5015472,15572,174.93
115473,5015473,15573,174.94
115474,5015474,15574,174.95
115475,5015475,15575,174.96
115476,5015476,15576,174.97
115477,5015477,15577,174.98
115478,5015478,15578,174.99
115479,5015479,15579,175
115480,5015480,15580,175.01
115481,5015481,15581,175.02
115482,5015482,15582,175.03
115483,5015483,15583,175.04
115484,5015484,15584,175.05
115485,5015485,15585,175.06
115486,5015486,15586,175.07
115487,5015487,15587,175.08
115488,5015488,15588,175.09
115489,5015489,15589,175.1
115490,5015490,15590,175.11
115491,5015491,15591,175.12
115492,5015492,15592,175.13
115493,5015493,15593,175.14
115494,5015494,15594,175.15
115495,5015495,15595,175.16
115496,5015496,15596,175.17
115497,5015497,15597,175.18
115498,5015498,15598,175.19
115499,5015499,15599,175.2
115500,5015500,15600,175.21
115501,5015501,15601,175.22
115502,5015502,15602,175.23
115503,5015503,15603,175.24
115504,5015504,15604,175.25
115505,5015505,15605,175.26
115506,5015506,15606,175.27
115507,5015507,15607,175.28
115508,5015508,15608,175.29
115509,5015509,15609,175.3
115510,5015510,15610,175.31
115511,5015511,15611,175.32
115512,5015512,15612,175.33
115513,5015513,15613,175.34
115514,5015514,15614,175.35
115515,5015515,15615,175.36
115516,5015516,15616,175.37
115517,5015517,15617,175.38
115518,5015518,15618,175.39
115519,5015519,15619,175.4
115520,5015520,15620,175.41
115521,5015521,15621,175.42
115522,5015522,15622,175.43
115523,5015523,15623,175.44
115524,5015524,15624,175.45
115525,5015525,15625,175.46
115526,5015526,15626,175.47
115527,5015527,15627,175.48
115528,5015528,15628,175.49
115529,5015529,15629,175.5
115530,5015530,15630,175.51
115531,5015531,15631,175.52
115532,5015532,15632,175.53
115533,5015533,15633,175.54
115534,5015534,15634,175.55
115535,5015535,15635,175.56
115536,5015536,15636,175.57
115537,5015537,15637,175.58
115538,5015538,15638,175.59
115539,5015539,15639,175.6
115540,5015540,15640,175.61
115541,5015541,15641,175.62
115542,5015542,15642,175.63
115543,5015543,15643,175.64
115544,5015544,15644,175.65
115545,5015545,15645,175.66
115546,5015546,15646,175.67
115547,5015547,15647,175.68
115548,5015548,15648,175.69
115549,5015549,15649,175.7
115550,5015550,15650,175.71
115551,5015551,15651,175.72
115552,5015552,15652,175.73
115553,5015553,15653,175.74
115554,5015554,15654,175.75
115555,5015555,15655,175.76
115556,5015556,15656,175.77
115557,5015557,15657,175.78
115558,5015558,15658,175.79
115559,5015559,15659,175.8
115560,5015560,15660,175.81
115561,5015561,15661,175.82
115562,5015562,15662,175.83
115563,5015563,15663,175.84
115564,5015564,15664,175.85
115565,5015565,15665,175.86
115566,5015566,15666,175.87
115567,5015567,15667,175.88
115568,5015568,15668,175.89
115569,5015569,15669,175.9
115570,5015570,15670,175.91
115571,5015571,15671,175.92
115572,5015572,15672,175.93
115573,5015573,15673,175.94
115574,5015574,15674,175.95
115575,5015575,15675,175.96
115576,5015576,15676,175.97
115577,5015577,15677,175.98
115578,5015578,15678,175.99
115579,5015579,15679,176
115580,5015580,15680,176.01
115581,5015581,15681,176.02
115582,5015582,15682,176.03
115583,5015583,15683,176.04
115584,5015584,15684,176.05
115585,5015585,15685,176.06
115586,5015586,15686,176.07
115587,5015587,15687,176.08
115588,5015588,15688,176.09
115589,5015589,15689,176.1
115590,5015590,15690,176.11
115591,5015591,15691,176.12
115592,5015592,15692,176.13
115593,5015593,15693,176.14
115594,5015594,15694,176.15
115595,5015595,15695,176.16
115596,5015596,15696,176.17
115597,5015597,15697,176.18
115598,5015598,15698,176.19
115599,5015599,15699,176.2
115600,5015600,15700,176.21
115601,5015601,15701,176.22
115602,5015602,15702,176.23
115603,5015603,15703,176.24
115604,5015604,15704,176.25
115605,5015605,15705,176.26
115606,5015606,15706,176.27
115607,5015607,15707,176.28
115608,5015608,15708,176.29
115609,5015609,15709,176.3
